phone_names,ratings,reviews,price,offer,ram,rom,screen_size,expandable,rear_camera,front_camera,battery,processor
REDMI Note 12 Pro+ 5G Iceberg Blue,"17,925","1,853","₹33,999","₹27,999",8 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) ,,200MP + 8MP + 2MP , 16MP Front Camera,4980 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
MarQ by Flipkart M80 Jalwa,"4,134",375,"₹1,899",₹999,32 MB RAM ,32 MB ROM,7.11 cm (2.8 inch) QVGA Display,yes,0.3MP Rear Camera,,1450 mAh Li-ion Battery,
realme 11 Pro+ 5G Astral Black,"43,972","4,301","₹29,999","₹27,999",8 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) ,,200MP (OIS) + 8MP + 2MP , 32MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
realme 11 Pro+ 5G Sunrise Beige,"43,972","4,301","₹29,999","₹27,999",8 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) ,,200MP (OIS) + 8MP + 2MP , 32MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
REDMI 12 Pastel Blue,"23,733","1,661","₹15,999","₹10,499",6 GB RAM ,128 GB ROM,17.25 cm (6.79 inch) ,yes,50MP + 8MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G88 Processor
REDMI 12 5G Moonstone Silver,"3,665",281,"₹19,999","₹16,440",8 GB RAM ,256 GB ROM,17.25 cm (6.79 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
Google Pixel 7a Sea,"11,898","1,400","₹43,999","₹39,999",8 GB RAM ,128 GB ROM,15.49 cm (6.1 inch) ,,64MP (OIS) + 13MP , 13MP Front Camera,4300 mAh Battery,Tensor G2 Processor
Kechaoda A26,"19,064","1,261","₹1,399",₹975,32 MB RAM ,32 MB ROM,1.68 cm (0.66 inch) Display,yes,800 mAh Battery,,,
realme 11 Pro+ 5G Oasis Green,"43,972","4,301","₹29,999","₹27,999",8 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) ,,200MP (OIS) + 8MP + 2MP , 32MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
MarQ by Flipkart M80 Jalwa,"4,134",375,"₹1,899",₹999,32 MB RAM ,32 MB ROM,7.11 cm (2.8 inch) QVGA Display,yes,0.3MP Rear Camera,,1450 mAh Li-ion Battery,
LAVA A1 Josh with BOL,"1,654",92,"₹1,389","₹1,029",4 MB RAM ,4 MB ROM,4.5 cm (1.77 inch) Quarter QVGA Display,yes,1000 mAh Battery,,,
Kechaoda A26,"19,064","1,261","₹1,399",₹975,32 MB RAM ,32 MB ROM,1.68 cm (0.66 inch) Display,yes,800 mAh Battery,,,
Kechaoda A26,"19,064","1,261","₹1,399",₹975,32 MB RAM ,32 MB ROM,1.68 cm (0.66 inch) Display,yes,800 mAh Battery,,,
Kechaoda A26,"19,064","1,261","₹1,399",₹975,32 MB RAM ,32 MB ROM,1.68 cm (0.66 inch) FWVGA Display,yes,800 mAh Battery,,,
vivo Y02t Cosmic Grey,"2,367",101,"₹15,999","₹8,999",4 GB RAM ,64 GB ROM,16.54 cm (6.51 inch) HD+ Display,,8MP Rear Camera , 5MP Front Camera,5000 mAh Battery,Helio P35 Processor
REDMI Note 12 Pro 5G Onyx Black,"47,872","4,558","₹27,999","₹21,999",6 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) ,,50MP (OIS) + 8MP + 2MP , 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
SAMSUNG Galaxy M14 5G ICY Silver,"2,323",161,"₹17,982","₹13,769",4 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Display,,50MP Rear Camera,,6000 mAh Battery,
realme 11 Pro 5G Oasis Green,"70,617","5,675","₹27,999","₹24,999",8 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) ,,100MP (OIS) + 2MP , 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
REDMI A2 Classic Black,"1,019",64,"₹8,999","₹6,820",2 GB RAM ,32 GB ROM,16.56 cm (6.52 inch) Display,,8MP Rear Camera,,5000 mAh Battery,
SAMSUNG Galaxy M14 5G Smoky Teal,"2,323",161,"₹17,990","₹13,396",4 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Display,,50MP Rear Camera,,6000 mAh Battery,
Kechaoda A26,"19,064","1,261","₹1,399",₹975,32 MB RAM ,32 MB ROM,1.68 cm (0.66 inch) Display,yes,800 mAh Battery,,,
realme C55 Rainy Night,"16,695","1,066","₹13,999","₹11,999",6 GB RAM ,64 GB ROM,17.07 cm (6.72 inch) ,yes,64MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G88 Processor
Kechaoda K66 The Music House 4,"19,957","1,416","₹1,999","₹1,190",32 MB RAM ,64 MB ROM,3.66 cm (1.44 inch) Display,,1.3MP Rear Camera,,400 mAh Battery,
SAMSUNG Galaxy M14 5G Berry Blue,"2,323",161,"₹17,990","₹13,244",4 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Display,,50MP Rear Camera,,6000 mAh Battery,
Google Pixel 6a Charcoal,"70,800","8,282","₹43,999","₹30,999",6 GB RAM ,128 GB ROM,15.6 cm (6.14 inch) ,,12.2MP + 12MP , 8MP Front Camera,4410 mAh Battery,Google Tensor Processor
Honor 90 5G Diamond Silver,44,6,"₹47,999","₹31,999",8 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) Display,,200MP Rear Camera,,5000 mAh Battery,
POCO X4 Pro 5G Yellow,"91,195","8,787","₹23,999","₹13,999",6 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) ,yes,64MP + 8MP + 2MP , 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
realme C51 Mint Green,"46,328","2,007","₹11,999","₹9,499",4 GB RAM ,128 GB ROM,17.12 cm (6.74 inch) HD Display,yes,50MP + 0.08MP , 5MP Front Camera,5000 mAh Battery,T612 Processor
Infinix Note 30 5G Interstellar Blue,"3,552",376,"₹17,999","₹14,499",4 GB RAM ,128 GB ROM,17.22 cm (6.78 inch) ,yes,108 MP + 2 MP+ AI Lens , 16MP Front Camera,5000 mAh Li-ion Polymer Battery,Dimensity 6080 Processor
Infinix HOT 20 Play Fantasy Purple,"38,494","1,872","₹11,999","₹7,499",4 GB RAM ,64 GB ROM,17.32 cm (6.82 inch) HD+ Display,yes,13Mp + AI Lens , 8MP Front Camera,6000 mAh Li-ion Polymer Battery,MediaTek G37 Processor
MOTOROLA G32 Mineral Gray,"94,135","7,936","₹18,999","₹10,999",8 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) ,,50MP + 8MP + 2MP , 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor
Snexian GURU 310,"24,593","1,933",₹999,₹675,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) NA Display,,1.3MP Rear Camera,,800 mAh Battery,
realme 9i 5G Rocking Black,"11,006",736,"₹19,999","₹16,999",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) ,yes,50MP + 2MP + 2MP , 8MP Front Camera,5000 mAh Lithium Ion Battery,Mediatek Dimensity 810 5G Processor
OnePlus 11R 5G Sonic Black,"8,672",675,"₹44,999","₹39,025",16 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
OnePlus 11R 5G Sonic Black,"9,732",863,"₹39,999","₹38,611",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Display,,50MP Rear Camera , 16MP Front Camera,5000 mAh Battery,
Infinix HOT 20 Play Racing Black,"38,494","1,872","₹11,999","₹7,499",4 GB RAM ,64 GB ROM,17.32 cm (6.82 inch) HD+ Display,yes,13Mp + AI Lens , 8MP Front Camera,6000 mAh Li-ion Polymer Battery,MediaTek G37 Processor
OnePlus 11R 5G Galactic Silver,"8,672",675,"₹44,999","₹44,980",16 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) Display,,50MP Rear Camera , 16MP Front Camera,5000 mAh Battery,
OnePlus 11R 5G Galactic Silver,"9,732",863,"₹39,999","₹35,059",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
realme 9i 5G Soulful Blue,"54,639","2,707","₹17,999","₹11,999",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) ,yes,50MP + 2MP + 2MP , 8MP Front Camera,5000 mAh Lithium Ion Battery,Mediatek Dimensity 810 5G Processor
REDMI 11 Prime Peppy Purple,"16,733",890,"₹16,999","₹10,249",6 GB RAM ,128 GB ROM,16.71 cm (6.58 inch) ,yes,50MP + 2MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G99 Processor
Kechaoda K55 Pro,"1,802",95,"₹1,599","₹1,135",32 MB RAM ,64 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,,1.3MP Rear Camera,,400 mAh Battery,
OnePlus Nord CE 3 Lite 5G Chromatic Gray,"26,063","1,869","₹21,999","₹21,979",8 GB RAM ,256 GB ROM,17.07 cm (6.72 inch) Display,,108MP Rear Camera,,5000 mAh Battery,
Micromax X512,"11,750","1,020","₹1,799","₹1,075",56 MB RAM ,24 MB ROM,4.5 cm (1.77 inch) Display,,0.3MP Rear Camera,,1750 mAh Battery,
Kechaoda K55 Pro,"1,802",95,"₹1,599","₹1,135",32 MB RAM ,64 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,,1.3MP Rear Camera,,400 mAh Battery,
vivo V29 5G Blue,"1,208",133,,"₹36,999",12 GB RAM ,256 GB ROM,17.22 cm (6.78 inch) ,,50MP + 8MP + 2MP , 50MP Front Camera,4600 mAh Battery,778G Processor
REDMI 12 5G Pastel Blue,"7,986",534,"₹17,999","₹13,905",6 GB RAM ,128 GB ROM,17.25 cm (6.79 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
MOTOROLA Edge 40 Viva Magenta,"57,035","6,681","₹34,999","₹26,999",8 GB RAM ,256 GB ROM,16.51 cm (6.5 inch) ,,50MP + 13MP , 32MP Front Camera,4400 mAh Battery,Dimensity 8020 Processor
vivo V29 5G Red,"1,208",133,,"₹36,999",12 GB RAM ,256 GB ROM,17.22 cm (6.78 inch) ,,50MP + 8MP + 2MP , 50MP Front Camera,4600 mAh Battery,778G Processor
REDMI 12c Royal Blue,"3,579",178,"₹15,999","₹9,580",6 GB RAM ,128 GB ROM,17.04 cm (6.71 inch) HD+ Display,yes,50MP Rear Camera , 5MP Front Camera,5000 mAh Battery,MediaTek Helio G85 Processor
APPLE iPhone 15 Black,"1,545",140,,"₹79,900",128 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,48MP + 12MP , 12MP Front Camera,,
vivo V29 5G Blue,"4,563",652,,"₹32,999",8 GB RAM ,128 GB ROM,17.22 cm (6.78 inch) ,,50MP + 8MP + 2MP , 50MP Front Camera,4600 mAh Battery,778G Processor
POCO M5 Power Black,"34,716","2,970","₹15,999","₹7,999",4 GB RAM ,64 GB ROM,16.71 cm (6.58 inch) ,yes,50MP + 2MP Depth Sensor + 2MP Macro Sensor , 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G99 Processor
SAMSUNG Galaxy A14 5G Dark Red,"2,899",198,"₹18,499","₹15,999",4 GB RAM ,64 GB ROM,16.76 cm (6.6 inch) HD+ Display,yes,50MP + 2MP , 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor
MOTOROLA g13 Matte Charcoal,"53,323","4,818","₹13,999","₹9,999",4 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) HD+ Display,yes,50MP + 2MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G85 Processor
vivo V29 5G Black,"4,563",652,,"₹32,999",8 GB RAM ,128 GB ROM,17.22 cm (6.78 inch) ,,50MP + 8MP + 2MP , 50MP Front Camera,4600 mAh Battery,778G Processor
vivo V27 5G Magic Blue,"25,971","2,831","₹36,999","₹30,480",8 GB RAM ,128 GB ROM,17.22 cm (6.78 Inch) ,,50MP (OIS) + 8MP + 2MP , 50MP Front Camera,4600 mAh Battery,Mediatek Dimensity 7200 5G Processor
SAMSUNG Galaxy S23 Ultra 5G Phantom Black,"2,011",208,"₹1,49,999","₹1,24,999",12 GB RAM ,256 GB ROM,17.27 cm (6.8 inch) Quad HD+ Display,,200MP + 10MP + 12MP + 10MP , 12MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 8 Gen 2 Processor
REDMI 12C Mint Green,"3,579",178,"₹15,999","₹9,299",6 GB RAM ,128 GB ROM,17.04 cm (6.71 inch) HD+ Display,yes,50MP Rear Camera , 5MP Front Camera,5000 mAh Battery,Helio G85 Processor
Kechaoda A26,"19,064","1,261","₹1,399",₹975,32 MB RAM ,32 MB ROM,1.68 cm (0.66 inch) Display,yes,800 mAh Battery,,,
Infinix HOT 30 5G Knight Black,"16,908","1,558","₹16,999","₹12,999",8 GB RAM ,128 GB ROM,17.22 cm (6.78 inch) ,yes,50 MP + AI Lens , 8MP Front Camera,6000 mAh Lithium Ion Polymer Battery,Dimensity 6020 5G Processor
Kechaoda A26,"19,064","1,261","₹1,399",₹975,32 MB RAM ,32 MB ROM,1.68 cm (0.66 inch) FWVGA Display,yes,800 mAh Battery,,,
Kechaoda A26,"19,064","1,261","₹1,399",₹975,32 MB RAM ,32 MB ROM,1.68 cm (0.66 inch) Display,yes,800 mAh Battery,,,
Kechaoda A26,"19,064","1,261","₹1,399",₹975,32 MB RAM ,32 MB ROM,1.68 cm (0.66 inch) Display,yes,800 mAh Battery,,,
SAMSUNG Galaxy M34 5G without charger Prism Silver,762,73,"₹24,499","₹18,480",6 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) Display,,50MP Rear Camera,,6000 mAh Battery,
MOTOROLA G32 Satin Silver,"94,135","7,936","₹18,999","₹10,999",8 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) ,,50MP + 8MP + 2MP , 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor
SAMSUNG Galaxy F14 5G B.A.E. Purple,"69,173","4,895","₹18,490","₹14,990",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) ,yes,50MP + 2MP , 13MP Front Camera,6000 mAh Battery,"Exynos 1330, Octa Core Processor"
realme Narzo N53 Feather Gold,"3,393",171,"₹12,999","₹10,418",6 GB RAM ,128 GB ROM,17.12 cm (6.74 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
realme 11 Pro 5G Astral Black,"70,617","5,675","₹27,999","₹24,999",8 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) ,,100MP (OIS) + 2MP , 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
I Kall K-510 Purple,,,"₹6,999","₹4,999",2 GB RAM ,32 GB ROM,12.7 cm (5 inch) Display,yes,13MP Rear Camera,,3000 mAh Battery,
realme Narzo N53 Feather Black,"3,393",171,"₹12,999","₹10,629",6 GB RAM ,128 GB ROM,17.12 cm (6.74 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
SAMSUNG Galaxy M14 5G Smoky Teal,"2,323",161,"₹17,990","₹13,396",4 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Display,,50MP Rear Camera,,6000 mAh Battery,
LAVA Hero 600i,"3,364",232,"₹1,199",₹898,4 MB RAM ,3 MB ROM,4.57 cm (1.8 inch) Display,yes,620 mAh Battery,,,
realme Narzo N53 Feather Gold,"3,301",184,"₹10,999","₹8,774",4 GB RAM ,64 GB ROM,17.12 cm (6.74 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
REDMI Note 12 5G Matte Black,"3,192",270,"₹23,999","₹18,999",8 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) ,yes,48MP + 8MP + 2MP , 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 4 Gen 1 Processor
APPLE iPhone 14 Purple,"2,35,894","9,062","₹79,900","₹71,999",256 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,12MP + 12MP , 12MP Front Camera,,
Kechaoda K115,"33,058","2,410","₹1,499","₹1,090",32 MB RAM ,32 MB ROM,3.66 cm (1.44 inch) QVGA Display,,0.3MP Rear Camera,,850 mAh Battery,
Kechaoda K115,"33,058","2,410","₹1,499","₹1,090",32 MB RAM ,32 MB ROM,3.66 cm (1.44 inch) QVGA Display,,0.3MP Rear Camera,,850 mAh Battery,
OnePlus 11R 5G Sonic Black,"9,732",863,,"₹39,999",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Display,,50MP Rear Camera , 16MP Front Camera,5000 mAh Battery,
POCO X5 Pro 5G Horizon Blue,"21,577","2,247","₹25,999","₹22,999",6 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) ,,108MP + 8MP + 2MP , 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 778G Processor
realme 11 Pro 5G Sunrise Beige,"70,617","5,675","₹27,999","₹24,999",8 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) ,,100MP (OIS) + 2MP , 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
Kechaoda K115,"33,058","2,410","₹1,499","₹1,099",32 MB RAM ,32 MB ROM,3.66 cm (1.44 inch) QVGA Display,,0.3MP Rear Camera,,850 mAh Battery,
Infinix GT10 Pro Cyber Black,"16,196","2,476","₹24,999","₹21,999",8 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) ,,108MP + 2MP + 2MP , 32MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Dimesity 8050 Processor
SAMSUNG Galaxy F14 5G GOAT Green,"69,173","4,895","₹18,490","₹14,990",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) ,yes,50MP + 2MP , 13MP Front Camera,6000 mAh Battery,"Exynos 1330, Octa Core Processor"
vivo V27 5G Magic Blue,"25,971","2,831","₹36,999","₹30,480",8 GB RAM ,128 GB ROM,17.22 cm (6.78 Inch) ,,50MP (OIS) + 8MP + 2MP , 50MP Front Camera,4600 mAh Battery,Mediatek Dimensity 7200 5G Processor
realme 10 Rush Black,"11,219",804,"₹19,999","₹13,999",8 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) ,yes,50MP + 2MP , 16MP Front Camera,5000 mAh Battery,Mediatek Helio G99 Octa Core Processor
REDMI A2 Classic Black,"1,019",64,"₹8,999","₹6,820",2 GB RAM ,32 GB ROM,16.56 cm (6.52 inch) Display,,8MP Rear Camera,,5000 mAh Battery,
itel Magic X Pro 4G| 2500mAh Big Battery| Expandable Storage upto 64GB,"5,902",644,"₹3,199","₹1,996",64 MB RAM ,128 MB ROM,6.1 cm (2.4 inch) Display,,0.3MP Rear Camera,,2500 mAh Battery,
realme 11 Pro 5G Sunrise Beige,"1,634",145,"₹30,999","₹27,999",12 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) ,,100MP (OIS) + 2MP , 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
Infinix HOT 20 Play Aurora Green,"38,494","1,872","₹11,999","₹7,499",4 GB RAM ,64 GB ROM,17.32 cm (6.82 inch) HD+ Display,yes,13Mp + AI Lens , 8MP Front Camera,6000 mAh Li-ion Polymer Battery,MediaTek G37 Processor
vivo V27 5G Noble Black,"25,971","2,831","₹36,999","₹32,999",8 GB RAM ,128 GB ROM,17.22 cm (6.78 Inch) ,,50MP (OIS) + 8MP + 2MP , 50MP Front Camera,4600 mAh Battery,Mediatek Dimensity 7200 5G Processor
Kechaoda K115,"33,058","2,410","₹1,499","₹1,090",32 MB RAM ,32 MB ROM,3.66 cm (1.44 inch) QVGA Display,,0.3MP Rear Camera,,850 mAh Battery,
Kechaoda K115,"33,058","2,410","₹1,499","₹1,099",32 MB RAM ,32 MB ROM,3.66 cm (1.44 inch) QVGA Display,,0.3MP Rear Camera,,850 mAh Battery,
REDMI A2 Classic Black,"14,094",858,"₹9,999","₹7,499",4 GB RAM ,64 GB ROM,16.56 cm (6.52 inch) Display,,8MP Rear Camera,,5000 mAh Battery,
SAMSUNG Galaxy F04 Jade Purple,"79,630","4,506","₹11,499","₹8,499",4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) HD Display,yes,13MP + 2MP , 5MP Front Camera,5000 mAh Lithium-Ion Battery,Mediatek Helio P35 Processor
Kechaoda K115,"33,058","2,410","₹1,499","₹1,090",32 MB RAM ,32 MB ROM,3.66 cm (1.44 inch) QVGA Display,,0.3MP Rear Camera,,850 mAh Battery,
Kechaoda K115,"33,058","2,410","₹1,499","₹1,099",32 MB RAM ,32 MB ROM,3.66 cm (1.44 inch) QVGA Display,,0.3MP Rear Camera,,850 mAh Battery,
REDMI 12 5G Jade Black,"3,665",281,"₹19,999","₹15,766",8 GB RAM ,256 GB ROM,17.25 cm (6.79 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
realme 11 5G Glory Gold,"35,232","2,750","₹22,999","₹19,999",8 GB RAM ,256 GB ROM,17.07 cm (6.72 inch) ,yes,108MP + 2MP , 16MP Front Camera,5000 mAh Battery,Dimensity 6100+ Processor
APPLE iPhone 15 Black,"1,545",140,,"₹89,900",256 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,48MP + 12MP , 12MP Front Camera,,
realme C55 Sunshower,"16,695","1,066","₹13,999","₹11,999",6 GB RAM ,64 GB ROM,17.07 cm (6.72 inch) ,yes,64MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G88 Processor
Google Pixel 7 Pro Snow,"4,521",651,"₹84,999","₹69,999",12 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Quad HD+ Display,,50MP + 48MP + 12MP , 10.8MP Front Camera,4926 mAh Battery,Google Tensor G2 Processor
realme Narzo N53 Feather Gold,"3,301",184,"₹10,999","₹9,086",4 GB RAM ,64 GB ROM,17.12 cm (6.74 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
Kechaoda K115,"33,058","2,410","₹1,499","₹1,099",32 MB RAM ,32 MB ROM,3.66 cm (1.44 inch) QVGA Display,,0.3MP Rear Camera,,850 mAh Battery,
Snexian GURU 310,"24,593","1,933",₹999,₹699,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,yes,0.3MP Rear Camera,,800 mAh Battery,
LAVA A1 Josh with BOL,"1,654",92,"₹1,389","₹1,029",4 MB RAM ,4 MB ROM,4.5 cm (1.77 inch) Quarter QVGA Display,yes,1000 mAh Battery,,,
Infinix HOT 20 Play Luna Blue,"38,494","1,872","₹11,999","₹7,499",4 GB RAM ,64 GB ROM,17.32 cm (6.82 inch) HD+ Display,yes,13Mp + AI Lens , 8MP Front Camera,6000 mAh Li-ion Polymer Battery,MediaTek G37 Processor
vivo Y02t Sunset Gold,"2,367",101,"₹15,999","₹8,999",4 GB RAM ,64 GB ROM,16.54 cm (6.51 inch) HD+ Display,,8MP Rear Camera , 5MP Front Camera,5000 mAh Battery,Helio P35 Processor
Kechaoda K115,"33,058","2,410","₹1,499","₹1,090",32 MB RAM ,32 MB ROM,3.66 cm (1.44 inch) Display,,0.3MP Rear Camera,,850 mAh Battery,
OPPO A58 Dazzling Green,766,47,"₹15,499","₹13,999",6 GB RAM ,128 GB ROM,17.07 cm (6.72 inch) ,yes,50MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G85 Processor
APPLE iPhone 14 Blue,"2,35,894","9,062","₹79,900","₹70,999",256 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,12MP + 12MP , 12MP Front Camera,,
SAMSUNG Galaxy M04 Light Green,"8,201",489,"₹11,999","₹7,490",4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) HD+ Display,,13MP + 2MP , 5MP Front Camera,5000 mAh Battery,MediaTek Helio P35 Processor
APPLE iPhone 12 White,"2,04,179","13,586","₹54,900","₹47,999",128 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,12MP + 12MP , 12MP Front Camera,,
OPPO A78 5G Glowing Blue,"5,233",328,"₹21,999","₹18,999",8 GB RAM ,128 GB ROM,16.66 cm (6.56 inch) HD+ Display,,50MP + 2MP , 8MP Front Camera,5000 mAh Battery,6833 Processor
REDMI A2+ Classic Black,"1,323",75,"₹12,499","₹7,795",4 GB RAM ,128 GB ROM,16.56 cm (6.52 inch) HD+ Display,yes,8MP + 8MP , 5MP + 5MP Dual Front Camera,5000 mAh Battery,OCTA CORE Processor
Micromax X512,"11,750","1,020","₹1,799","₹1,075",56 MB RAM ,24 MB ROM,4.5 cm (1.77 inch) Display,,0.3MP Rear Camera,,1750 mAh Battery,
HOTLINE H310,"1,349",98,₹999,₹649,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,,0.3MP Rear Camera,,1000 mAh Battery,
APPLE iPhone 12 Green,"2,04,179","13,586","₹49,900","₹41,999",64 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,12MP + 12MP , 12MP Front Camera,,
REDMI 12c Royal Blue,"3,579",178,"₹15,999","₹9,580",6 GB RAM ,128 GB ROM,17.04 cm (6.71 inch) HD+ Display,yes,50MP Rear Camera , 5MP Front Camera,5000 mAh Battery,MediaTek Helio G85 Processor
realme 10 Clash White,"24,340","2,072","₹15,999","₹10,999",4 GB RAM ,64 GB ROM,16.26 cm (6.4 inch) ,yes,50MP + 2MP , 16MP Front Camera,5000 mAh Battery,Mediatek Helio G99 Octa Core Processor
OnePlus 11R 5G Sonic Black,"9,732",863,"₹39,999","₹39,499",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
APPLE iPhone 14 Plus Midnight,"52,021","3,062","₹79,900","₹69,999",128 GB ROM,,17.02 cm (6.7 inch) Super Retina XDR Display,,12MP + 12MP , 12MP Front Camera,,
realme Narzo N53 Feather Black,"3,301",184,"₹10,999","₹9,199",4 GB RAM ,64 GB ROM,17.12 cm (6.74 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
APPLE iPhone 14 Midnight,"2,35,894","9,062","₹79,900","₹71,999",256 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,12MP + 12MP , 12MP Front Camera,,
REDMI 12 5G Pastel Blue,"3,665",281,"₹19,999","₹15,896",8 GB RAM ,256 GB ROM,17.25 cm (6.79 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
SAMSUNG Galaxy M04 Light Green,"8,201",489,"₹11,499","₹7,700",4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) HD+ Display,,13MP + 2MP , 5MP Front Camera,5000 mAh Battery,MediaTek Helio P35 Processor
OPPO Reno10 Pro 5G Glossy Purple,"7,763",934,"₹44,999","₹39,999",12 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) ,,50MP + 32MP + 8MP , 32MP Front Camera,4600 mAh Battery,Snapdragon 778G 5G Processor
APPLE iPhone 14 Blue,"2,35,894","9,062","₹79,900","₹70,999",256 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,12MP + 12MP , 12MP Front Camera,,
Infinix NOTE 12i Force Black,"13,111","1,268","₹12,999","₹8,499",4 GB RAM ,64 GB ROM,17.02 cm (6.7 inch) ,yes,50 MP + 2 MP + QVGA , 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G85 Processor
Infinix NOTE 12i Alpine White,"13,111","1,268","₹12,999","₹8,499",4 GB RAM ,64 GB ROM,17.02 cm (6.7 inch) ,yes,50 MP + 2 MP + QVGA , 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G85 Processor
